# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_23	cds	67116	67724	-	OAKKFK_00712	411.0	1.1e-146	0.990	0.926	1.0	UniRef:UniRef50_A0A380H6Y2
contig_23	cds	67724	68875	-	OAKKFK_00713	404.0	2.5e-138	0.990	0.959	0.575	UniRef:UniRef50_A0A418IG77
contig_23	cds	68859	69452	-	OAKKFK_00714	251.0	8.7e-84	1.005	0.934	0.601	UniRef:UniRef50_A0A2T7BWH4
contig_23	cds	69803	70471	+	OAKKFK_00715	432.0	9.9e-154	1.216	1.0	0.819	UniRef:UniRef50_O31675
contig_23	cds	70473	70892	+	OAKKFK_00716	174.0	9.2e-55	1.029	0.827	0.559	UniRef:UniRef50_O31676
contig_23	cds	70896	71609	+	OAKKFK_00717	253.0	3.8e-83	1.034	1.012	0.522	UniRef:UniRef50_Q81G67
contig_23	cds	71708	72292	+	OAKKFK_00718	343.0	2.8e-120	1.0	0.980	0.990	UniRef:UniRef50_Q2G2F9
contig_23	cds	72572	73012	+	OAKKFK_00719	-	-	-	-	-	-
contig_23	cds	73355	73828	+	OAKKFK_00720	177.0	5.6e-56	0.930	0.901	0.623	UniRef:UniRef50_Q2G2G1
contig_23	cds	73803	74489	+	OAKKFK_00721	461.0	5.8e-168	1.0	1.0	1.0	BlastRules:WP_000149344
contig_23	cds	74489	75544	+	OAKKFK_00722	652.0	1.4e-239	1.0	1.0	0.994	BlastRules:WP_000244412
contig_23	cds	75616	76599	-	OAKKFK_00723	640.0	1.1e-235	1.0	1.0	0.994	BlastRules:WP_000702782
contig_23	cds	76731	77570	-	OAKKFK_00724	442.0	1.8e-156	1.018	1.0	0.722	UniRef:UniRef50_A0A7U7PXK1
contig_23	cds	77792	79141	-	OAKKFK_00725	708.0	6.1e-256	0.971	0.924	0.810	UniRef:UniRef50_A0A380G318
contig_23	cds	79362	80543	-	OAKKFK_00726	531.0	1.1e-187	0.997	0.947	0.686	UniRef:UniRef50_A0A0D6G8V3
contig_23	cds	80851	82809	-	OAKKFK_00727	604.0	7.2e-209	1.006	1.019	0.534	UniRef:UniRef50_A0A090ISS2
contig_23	cds	82815	83735	-	OAKKFK_00728	425.0	7.4e-149	0.990	0.965	0.710	UniRef:UniRef50_Q9KWK1
contig_23	cds	83732	84496	-	OAKKFK_00729	387.0	1.7e-135	0.996	0.973	0.755	UniRef:UniRef50_Q2G240
contig_23	cds	84746	85228	-	OAKKFK_00730	227.0	7.6e-76	1.0	1.221	0.788	UniRef:UniRef50_UPI000A01BB7F
contig_23	cds	85402	85854	-	OAKKFK_00731	281.0	3.6e-97	0.993	0.961	0.993	UniRef:UniRef50_Q2G0A1
contig_23	cds	86147	87313	-	OAKKFK_00732	728.0	1.6e-265	1.0	0.915	0.995	UniRef:UniRef50_P0A0J4
contig_23	cds	87522	87944	+	OAKKFK_00733	279.0	1.4e-96	1.0	0.966	1.0	UniRef:UniRef50_Q2G0A3
contig_23	cds	88130	88747	+	OAKKFK_00734	239.0	1.8e-78	0.985	0.906	0.604	UniRef:UniRef50_Q2G0A4
contig_23	cds	88744	89028	+	OAKKFK_00735	175.0	1.2e-56	0.989	0.809	1.0	UniRef:UniRef50_A0A2T4Q280
contig_23	cds	89183	90556	-	OAKKFK_00736	548.0	7.0e-193	0.996	0.987	0.587	UniRef:UniRef50_A0A0E7MV68
contig_23	cds	90642	92195	-	OAKKFK_00737	550.0	4.4e-192	0.967	1.0	0.578	UniRef:UniRef50_R5BXF3
contig_23	cds	92478	92765	-	OAKKFK_00738	92.4	5.3e-24	0.979	0.869	0.581	UniRef:UniRef50_Q2G0A8
contig_23	cds	92800	93708	-	OAKKFK_00739	607.0	4.8e-221	1.0	0.947	0.997	UniRef:UniRef50_Q2G0A9
contig_23	cds	93811	94737	-	OAKKFK_00740	337.0	2.9e-114	0.994	0.959	0.546	UniRef:UniRef50_G5JL55
contig_23	cds	94964	95407	+	OAKKFK_00741	276.0	1.9e-97	1.0	1.0	1.0	BlastRules:WP_001283444
contig_23	cds	95534	97207	-	OAKKFK_00742	617.0	1.9e-216	0.998	0.974	0.586	UniRef:UniRef50_A0A4U9TIQ0
contig_23	cds	97204	98835	-	OAKKFK_00743	599.0	3.6e-209	1.0	0.896	0.600	UniRef:UniRef50_A0A0H2VEV6
contig_23	cds	99054	99929	+	OAKKFK_00744	302.0	1.0e-100	1.062	0.997	0.544	UniRef:UniRef50_P94507
contig_23	cds	100101	100784	+	OAKKFK_00745	171.0	2.3e-51	1.0	0.930	1.0	UniRef:UniRef50_A0A0E1X7T8
contig_23	cds	100787	101245	+	OAKKFK_00746	205.0	5.2e-67	0.888	0.833	0.733	UniRef:UniRef50_Q2G0B6
contig_23	cds	101247	101813	+	OAKKFK_00747	268.0	6.1e-91	1.0	0.984	0.665	UniRef:UniRef50_A0A9X5XNB6
contig_23	cds	101909	102451	-	OAKKFK_00748	375.0	1.9e-133	1.0	0.942	0.994	UniRef:UniRef50_A0A0U1MFJ7
contig_23	cds	102531	102830	-	OAKKFK_00749	193.0	5.1e-64	0.990	0.933	1.0	UniRef:UniRef50_A0A240BWH3
contig_23	cds	102968	103363	-	OAKKFK_00750	97.1	9.1e-25	1.0	0.891	0.893	UniRef:UniRef50_G5JIS8
contig_23	cds	103430	103873	-	OAKKFK_00751	294.0	2.4e-102	1.0	0.925	0.986	UniRef:UniRef50_Q2G0C1
contig_23	cds	104000	104689	+	OAKKFK_00752	422.0	1.9e-150	0.952	0.916	0.991	UniRef:UniRef50_Q2G0C2
contig_23	cds	104788	105276	-	OAKKFK_00753	226.0	4.5e-75	0.975	0.919	0.709	UniRef:UniRef50_Q49VL7
contig_23	cds	105273	106565	-	OAKKFK_00754	473.0	1.6e-164	0.935	0.983	0.604	UniRef:UniRef50_B9EA75
contig_23	cds	106625	107491	-	OAKKFK_00755	483.0	2.3e-172	0.986	0.916	0.831	UniRef:UniRef50_Q2G0C6
contig_23	cds	107607	108251	-	OAKKFK_00756	309.0	2.6e-106	0.869	0.873	0.806	UniRef:UniRef50_Q5HR66
contig_23	cds	108604	109077	-	OAKKFK_00757	194.0	2.1e-62	1.006	0.929	0.595	UniRef:UniRef50_Q2G0C9
contig_23	cds	109077	109793	-	OAKKFK_00758	330.0	1.9e-113	0.992	0.881	0.729	UniRef:UniRef50_P0A8A2
contig_23	cds	109983	110408	-	OAKKFK_00759	265.0	6.5e-91	1.0	0.972	0.986	UniRef:UniRef50_Q2G0D1
contig_23	cds	110488	112638	-	OAKKFK_00760	1351.0	0.0	1.018	0.972	0.949	UniRef:UniRef50_Q2G0D2
contig_23	cds	113335	113979	-	OAKKFK_00761	403.0	4.9e-143	1.0	0.922	0.995	UniRef:UniRef50_Q2G0D3
contig_23	cds	114340	115137	+	OAKKFK_00762	286.0	5.3e-95	1.109	1.0	0.548	UniRef:UniRef50_Q2G0D4
contig_23	cds	115725	116732	-	OAKKFK_00763	335.0	1.5e-112	0.985	0.985	0.530	UniRef:UniRef50_S2XTX6
contig_23	cds	116748	117365	-	OAKKFK_00764	388.0	1.2e-137	1.0	0.949	0.946	UniRef:UniRef50_A0A919WW74
contig_23	cds	118088	119977	-	OAKKFK_00765	1151.0	0.0	1.0	1.0	0.995	BlastRules:WP_000143623
contig_23	cds	119967	120728	-	OAKKFK_00766	491.0	7.3e-179	1.0	1.0	0.996	BlastRules:WP_001637630
contig_23	cds	120872	121912	-	OAKKFK_00767	672.0	2.2e-247	1.0	1.0	0.991	BlastRules:WP_001061252
contig_23	cds	121905	122579	-	OAKKFK_00768	439.0	1.5e-159	1.0	1.0	0.996	BlastRules:WP_001166505
contig_23	cds	122595	123518	-	OAKKFK_00769	611.0	1.3e-224	1.0	1.0	0.997	BlastRules:WP_000802946
contig_23	cds	123631	124137	+	OAKKFK_00770	339.0	1.1e-119	1.0	1.0	1.0	UniRef:UniRef50_Q2G0E2
contig_23	cds	124346	124774	-	OAKKFK_00771	280.0	3.5e-97	1.007	1.0	0.986	UniRef:UniRef50_A0A7U7JT75
contig_23	cds	125103	126146	-	OAKKFK_00772	442.0	1.9e-154	0.988	0.977	0.630	UniRef:UniRef50_A0A240BV45
contig_23	cds	126297	127364	-	OAKKFK_00773	546.0	4.8e-194	1.0	0.831	0.806	UniRef:UniRef50_K9AMJ6
contig_23	cds	127821	128318	-	OAKKFK_00774	234.0	6.1e-78	0.964	0.935	0.723	UniRef:UniRef50_S2YNQ8
contig_23	cds	128434	128796	-	OAKKFK_00775	209.0	4.4e-69	1.267	1.0	0.757	UniRef:UniRef50_A0A2T4MIK7
contig_23	cds	128789	129373	-	OAKKFK_00776	370.0	8.1e-131	1.0	0.985	0.985	UniRef:UniRef50_A0A380G5G0
contig_23	cds	129415	130383	-	OAKKFK_00777	309.0	1.5e-102	0.960	0.914	0.524	UniRef:UniRef50_A0A174JHQ4
contig_23	cds	130617	131633	-	OAKKFK_00778	485.0	1.3e-171	0.970	0.932	0.723	UniRef:UniRef50_B9DKA5
contig_23	cds	131630	132634	-	OAKKFK_00779	609.0	6.9e-221	1.0	0.979	1.0	UniRef:UniRef50_B9E9G3
contig_23	cds	132670	133467	-	OAKKFK_00780	348.0	2.1e-119	0.992	0.830	0.631	UniRef:UniRef50_A0A0E4HC55
contig_23	cds	133749	134582	-	OAKKFK_00781	490.0	1.1e-175	1.0	0.969	1.0	UniRef:UniRef50_Q2G2E2
contig_23	ncRNA	134781	134957	+	OAKKFK_00782	206.5	7.6e-29	-	-	-	RFAM:RF01819
contig_23	cds	135107	136336	-	OAKKFK_00783	-	-	-	-	-	-
contig_23	cds	136693	138420	-	OAKKFK_00784	916.0	0.0	0.993	0.974	0.820	UniRef:UniRef50_Q2G2E5
contig_23	cds	138841	140136	+	OAKKFK_00785	539.0	3.9e-190	0.998	1.0	0.630	UniRef:UniRef50_A0A240BV55
contig_23	cds	140253	140651	-	OAKKFK_00786	151.0	3.1e-46	0.970	0.928	0.570	UniRef:UniRef50_A0A0B8RDK0
contig_23	cds	140714	141775	-	OAKKFK_00787	677.0	3.9e-247	1.008	1.0	0.966	UniRef:UniRef50_O05154
contig_23	cds	141772	142875	-	OAKKFK_00788	714.0	4.0e-261	1.0	0.989	0.978	UniRef:UniRef50_Q2G2X4
contig_23	cds	142974	143786	-	OAKKFK_00789	546.0	3.0e-200	1.0	1.0	1.0	BlastRules:WP_001273058
contig_23	cds	144133	144927	+	OAKKFK_00790	292.0	1.1e-97	0.947	0.871	0.564	UniRef:UniRef50_Q2G2L1
contig_23	cds	144988	145752	-	OAKKFK_00791	353.0	5.6e-122	0.961	0.907	0.693	UniRef:UniRef50_Q2G2L3
contig_23	cds	145988	146740	+	OAKKFK_00792	479.0	3.1e-172	1.0	0.984	1.0	UniRef:UniRef50_Q2G2K9
contig_23	cds	146820	147464	-	OAKKFK_00793	425.0	1.0e-151	1.0	0.922	1.0	UniRef:UniRef50_Q5HRA0
contig_23	cds	147586	148329	+	OAKKFK_00794	293.0	1.5e-98	0.939	0.866	0.634	UniRef:UniRef50_A0A240BUN7
contig_23	cds	148323	149159	+	OAKKFK_00795	395.0	9.0e-138	0.935	0.884	0.846	UniRef:UniRef50_S2XTU7
contig_23	cds	149156	150085	+	OAKKFK_00796	608.0	2.1e-221	1.0	0.975	1.0	UniRef:UniRef50_S2YNP1
contig_23	ncRNA	150478	150917	+	OAKKFK_00797	558.8	6.7e-65	-	-	-	RFAM:RF01818
contig_23	ncRNA	151139	151196	-	OAKKFK_00798	81.9	3.3e-12	-	-	-	RFAM:RF02396
contig_24	rRNA	25	139	+	OAKKFK_00799	87.9	1.1e-14	-	-	-	RFAM:RF00001
contig_24	cds	664	2046	-	OAKKFK_00800	912.0	0.0	0.998	0.958	0.993	UniRef:UniRef50_Q2G0Q2
contig_24	cds	2150	3037	+	OAKKFK_00801	466.0	6.9e-168	0.983	0.986	0.807	BlastRules:WP_003247145
contig_24	cds	3041	3601	+	OAKKFK_00802	347.0	1.1e-121	0.952	0.863	0.989	UniRef:UniRef50_Q2G0Q0
contig_24	cds	3809	5023	-	OAKKFK_00803	405.0	1.4e-137	1.134	1.009	0.515	UniRef:UniRef50_Q81EY7
contig_24	cds	5172	5642	+	OAKKFK_00804	201.0	3.4e-65	0.974	0.968	0.651	UniRef:UniRef50_Q2G0P8
contig_24	cds	5661	6227	+	OAKKFK_00805	358.0	1.9e-126	1.064	1.0	0.920	UniRef:UniRef50_Q2G0P7
contig_24	cds	6214	7224	+	OAKKFK_00806	478.0	1.1e-168	0.982	0.948	0.721	UniRef:UniRef50_Q2G0P6
contig_24	cds	7238	9694	+	OAKKFK_00807	911.0	0.0	0.967	0.820	0.589	UniRef:UniRef50_Q2G0P5
contig_24	cds	10179	11543	+	OAKKFK_00808	534.0	3.4e-187	1.0	0.968	0.621	UniRef:UniRef50_A1TIT1
contig_24	cds	11568	12641	+	OAKKFK_00809	610.0	2.4e-220	0.980	0.926	0.991	UniRef:UniRef50_A0A9X6AJN5
contig_24	cds	13198	14652	+	OAKKFK_00810	639.0	1.8e-226	1.128	0.978	0.615	UniRef:UniRef50_Q97NG1
contig_24	cds	15042	15722	+	OAKKFK_00811	217.0	1.7e-69	0.881	0.892	0.538	UniRef:UniRef50_Q06750
contig_24	cds	15706	17106	+	OAKKFK_00812	508.0	4.8e-176	1.026	0.916	0.554	UniRef:UniRef50_Q06752
contig_24	cds	17099	17503	+	OAKKFK_00813	173.0	4.7e-55	1.0	0.985	0.672	UniRef:UniRef50_A0A2H4UFX1
contig_24	cds	17511	18257	+	OAKKFK_00814	341.0	1.9e-117	0.980	0.924	0.671	UniRef:UniRef50_A0A7T5BTN2
contig_24	cds	18257	18781	+	OAKKFK_00815	269.0	1.9e-91	0.960	0.908	0.784	UniRef:UniRef50_Q49V42
contig_24	cds	18862	19431	+	OAKKFK_00816	378.0	5.9e-134	0.989	0.903	0.995	UniRef:UniRef50_Q2G0P4
contig_24	cds	19745	19927	+	OAKKFK_00817	74.3	6.6e-18	0.950	0.838	0.719	UniRef:UniRef50_P0A0I4
contig_24	cds	19940	20488	+	OAKKFK_00818	218.0	1.2e-70	0.989	0.807	0.600	UniRef:UniRef50_Q2G0P2
contig_24	cds	20669	21091	+	OAKKFK_00819	169.0	7.7e-53	1.014	0.845	0.662	UniRef:UniRef50_P10055
contig_24	cds	21299	21991	+	OAKKFK_00820	337.0	2.7e-116	0.991	0.848	0.746	UniRef:UniRef50_Q8F0R9
contig_24	ncRNA-region	22079	22225	+	-	92.2	8.3e-11	-	-	-	RFAM:RF00557
contig_24	cds	22263	22763	+	OAKKFK_00821	214.0	1.2e-69	1.0	0.851	0.657	UniRef:UniRef50_P66042
contig_24	cds	22806	23174	+	OAKKFK_00822	129.0	8.8e-38	1.008	1.0	0.642	UniRef:UniRef50_A0A061NJ22
contig_24	cds	23349	23957	+	OAKKFK_00823	280.0	5.9e-95	0.995	0.995	0.662	UniRef:UniRef50_Q49V51
contig_24	cds	24172	27723	+	OAKKFK_00824	1849.0	0.0	0.981	0.984	0.794	UniRef:UniRef50_Q9Z9M2
contig_24	cds	27860	31483	+	OAKKFK_00825	1631.0	0.0	0.978	0.836	0.684	UniRef:UniRef50_Q890N5
contig_24	cds	31620	31874	+	OAKKFK_00826	158.0	2.8e-50	1.0	0.816	0.988	UniRef:UniRef50_P0A0G6
contig_24	cds	31972	32385	+	OAKKFK_00827	171.0	6.8e-54	1.0	0.913	0.657	UniRef:UniRef50_A0A399FAE6
contig_24	cds	32451	32921	+	OAKKFK_00828	268.0	1.4e-91	1.0	0.843	0.821	UniRef:UniRef50_P21469
contig_24	cds	33044	35125	+	OAKKFK_00829	875.0	2.5e-313	0.991	0.906	0.626	UniRef:UniRef50_Q5SHN5
contig_24	cds	35342	36526	+	OAKKFK_00830	617.0	3.9e-222	1.003	0.992	0.765	UniRef:UniRef50_S5TE33
contig_24	cds	36808	37983	-	OAKKFK_00831	742.0	5.2e-270	1.235	1.0	0.795	UniRef:UniRef50_A0A2I7Y808
contig_24	cds	38154	39341	+	OAKKFK_00832	588.0	2.6e-210	0.995	0.952	0.756	UniRef:UniRef50_Q73KM3
contig_24	cds	39611	40489	+	OAKKFK_00833	353.0	7.4e-121	0.959	0.870	0.593	UniRef:UniRef50_Q0K1I7
contig_24	cds	40648	42285	+	OAKKFK_00834	655.0	3.1e-232	0.994	0.980	0.554	UniRef:UniRef50_Q2G0M6
contig_24	cds	42499	43464	+	OAKKFK_00835	637.0	1.8e-231	1.0	0.827	0.981	UniRef:UniRef50_Q2G0M5
contig_24	cds	43800	44876	+	OAKKFK_00836	436.0	1.0e-151	0.980	0.978	0.601	UniRef:UniRef50_A0A078MEL4
contig_24	cds	45126	45809	+	OAKKFK_00837	430.0	2.0e-153	1.079	1.0	0.922	UniRef:UniRef50_A0A2Y2GZN0
contig_24	cds	45925	46587	-	OAKKFK_00838	316.0	2.3e-108	0.982	0.857	0.667	UniRef:UniRef50_P37529
contig_24	cds	46580	47197	-	OAKKFK_00839	303.0	1.1e-103	1.0	0.907	0.707	UniRef:UniRef50_A0A380GAH5
contig_24	cds	47264	47734	+	OAKKFK_00840	178.0	7.6e-56	0.968	0.821	0.563	UniRef:UniRef50_A0A6V8MH49
contig_24	cds	47881	48750	+	OAKKFK_00841	493.0	7.9e-176	1.107	0.997	0.828	UniRef:UniRef50_Q2G0L8
contig_24	cds	48772	49338	+	OAKKFK_00842	375.0	9.4e-133	1.0	0.908	1.0	UniRef:UniRef50_Q2G0L7
contig_25	cds	175	360	-	OAKKFK_00843	66.2	1.1e-14	1.0	0.897	0.574	UniRef:UniRef50_G5JH61
contig_25	cds	365	769	-	OAKKFK_00844	191.0	5.3e-62	0.985	0.943	0.689	UniRef:UniRef50_A0A974L1C3
contig_25	cds	813	1001	-	OAKKFK_00845	-	-	-	-	-	-
contig_25	cds	1014	1172	-	OAKKFK_00846	58.9	5.5e-12	1.0	0.800	0.519	UniRef:UniRef50_A0A0U1MJK5
contig_25	cds	1166	1945	-	OAKKFK_00847	346.0	2.3e-119	1.023	1.0	0.653	UniRef:UniRef50_A0A380G9X3
contig_25	cds	1955	2692	-	OAKKFK_00848	275.0	1.5e-91	0.963	0.904	0.661	UniRef:UniRef50_A0A0H3JUC1
contig_25	cds	2756	3613	+	OAKKFK_00849	372.0	5.9e-129	1.004	1.0	0.636	UniRef:UniRef50_A0A0N9BAX1
contig_25	cds	3606	3722	-	OAKKFK_00850	-	-	-	-	-	-
contig_25	cds	3719	4390	-	OAKKFK_00851	373.0	5.4e-131	0.991	0.953	0.833	UniRef:UniRef50_Q4L3T6
contig_25	cds	4403	4954	-	OAKKFK_00852	221.0	1.7e-72	1.027	1.0	0.638	UniRef:UniRef50_A0A6N3ATM7
contig_25	cds	4983	5771	-	OAKKFK_00853	299.0	1.3e-100	0.954	0.906	0.568	UniRef:UniRef50_A0A8G2M9D1
contig_25	cds	5764	5985	-	OAKKFK_00854	-	-	-	-	-	-
contig_25	cds	5995	6255	-	OAKKFK_00855	-	-	-	-	-	-
contig_25	cds	6347	6508	-	OAKKFK_00856	86.7	6.2e-23	1.0	0.803	0.830	UniRef:UniRef50_B2ZYU9
contig_25	cds	6501	6629	-	OAKKFK_00857	-	-	-	-	-	-
contig_25	cds	6688	7335	+	OAKKFK_00858	302.0	3.8e-103	1.0	0.935	0.749	UniRef:UniRef50_A0A6B0B5M8
contig_25	cds	7357	7500	-	OAKKFK_00859	-	-	-	-	-	-
contig_25	cds	7540	7764	-	OAKKFK_00860	131.0	3.3e-40	0.986	0.880	0.904	UniRef:UniRef50_A0A0U1MIP3
contig_25	cds	7765	8532	-	OAKKFK_00861	442.0	2.4e-157	1.031	0.960	0.852	UniRef:UniRef50_A0A899IPQ1
contig_25	cds	8592	9074	+	OAKKFK_00862	-	-	-	-	-	-
contig_25	cds	9175	9354	-	OAKKFK_00863	-	-	-	-	-	-
contig_25	cds	9425	10192	-	OAKKFK_00864	-	-	-	-	-	-
contig_25	cds	10185	11066	-	OAKKFK_00865	374.0	6.0e-129	1.051	1.0	0.705	UniRef:UniRef50_A0A380DM14
contig_25	cds	11106	11315	-	OAKKFK_00866	69.3	1.1e-15	0.957	0.892	0.515	UniRef:UniRef50_A0A1I4ZIZ8
contig_25	cds	11478	11804	+	OAKKFK_00867	108.0	3.2e-30	0.991	0.930	0.551	UniRef:UniRef50_A0AAE7NZC1
contig_25	cds	11826	12287	+	OAKKFK_00868	187.0	8.9e-60	1.0	0.916	0.614	UniRef:UniRef50_M9NUH9
contig_25	cds	12319	12999	+	OAKKFK_00869	196.0	3.6e-61	0.973	0.940	0.500	UniRef:UniRef50_A0A380GAI8
contig_25	cds	13206	14591	+	OAKKFK_00870	441.0	2.6e-150	0.987	0.978	0.521	UniRef:UniRef50_Q4L3S2
contig_25	cds	14708	14881	-	OAKKFK_00871	67.4	3.2e-15	0.982	0.836	0.518	UniRef:UniRef50_Q8A138
contig_25	cds	14961	15518	-	OAKKFK_00872	334.0	6.2e-117	1.016	1.0	0.941	UniRef:UniRef50_Q2FZF3
contig_25	cds	15645	16784	+	OAKKFK_00873	743.0	5.9e-272	1.0	0.959	1.0	UniRef:UniRef50_Q2FZF4
contig_25	cds	16846	17328	-	OAKKFK_00874	263.0	1.3e-89	0.981	0.877	0.834	UniRef:UniRef50_Q2FZF5
contig_25	cds	17330	17872	-	OAKKFK_00875	355.0	3.3e-125	1.0	0.942	1.0	UniRef:UniRef50_A0A9N8IIV2
contig_25	cds	17942	18331	+	OAKKFK_00876	270.0	2.4e-93	1.0	0.928	1.0	UniRef:UniRef50_B9DPZ2
contig_25	cds	18334	18588	-	OAKKFK_00877	167.0	3.9e-54	0.988	0.830	1.0	UniRef:UniRef50_Q2FZF8
contig_25	cds	18827	19753	+	OAKKFK_00878	602.0	8.6e-219	1.0	0.936	0.974	UniRef:UniRef50_A0A3A3AIN7
contig_25	cds	19816	20250	-	OAKKFK_00879	155.0	1.1e-47	1.0	0.954	0.528	UniRef:UniRef50_A0AAE5HVL5
contig_25	cds	20266	21303	-	OAKKFK_00880	653.0	1.6e-237	1.061	1.0	0.929	UniRef:UniRef50_Q5HQ49
contig_25	cds	21630	22091	-	OAKKFK_00881	241.0	4.3e-81	0.993	0.974	0.783	UniRef:UniRef50_H6NSB4
contig_25	cds	22116	23027	-	OAKKFK_00882	483.0	8.7e-172	1.0	0.974	0.835	UniRef:UniRef50_Q8CPM1
contig_25	cds	23308	24378	+	OAKKFK_00883	694.0	8.7e-254	1.0	1.0	0.997	UniRef:UniRef50_Q2G2C0
contig_25	cds	24518	27970	-	OAKKFK_00884	1952.0	0.0	0.997	0.947	0.850	UniRef:UniRef50_A0A0H3JRU9
contig_25	cds	28524	29750	-	OAKKFK_00885	754.0	6.7e-278	1.0	1.0	1.0	BlastRules:WP_000787940
contig_25	cds	30064	30339	-	OAKKFK_00886	120.0	1.6e-35	0.868	0.868	0.747	UniRef:UniRef50_A0A239ZN15
contig_25	cds	30480	30962	+	OAKKFK_00887	330.0	7.7e-116	1.0	0.894	1.0	UniRef:UniRef50_B9DPZ4
contig_25	cds	31271	33118	-	OAKKFK_00888	890.0	0.0	0.992	0.874	0.739	UniRef:UniRef50_A0A0R2DHU7
contig_25	cds	33220	33411	+	OAKKFK_00889	94.7	5.9e-26	0.952	0.909	0.717	UniRef:UniRef50_Q49WN3
contig_25	cds	33565	34392	-	OAKKFK_00890	543.0	2.0e-196	1.0	0.958	0.982	UniRef:UniRef50_A0A654A156
contig_25	cds	34549	35163	+	OAKKFK_00891	379.0	2.9e-134	0.912	0.890	0.989	UniRef:UniRef50_Q2G2G7
contig_25	cds	35346	36698	+	OAKKFK_00892	800.0	3.3e-292	0.956	0.935	0.998	UniRef:UniRef50_Q2G2G3
contig_25	cds	36777	37196	-	OAKKFK_00893	242.0	8.0e-82	0.993	0.896	0.993	UniRef:UniRef50_Q2G2G5
contig_25	cds	37479	38498	-	OAKKFK_00894	255.0	3.3e-80	1.147	0.944	0.535	UniRef:UniRef50_A0A2A1KAG9
contig_25	cds	38572	39645	-	OAKKFK_00895	714.0	1.8e-261	1.0	0.989	0.986	UniRef:UniRef50_Q5HQ67
contig_25	cds	39645	40454	-	OAKKFK_00896	264.0	2.9e-86	0.944	0.827	0.575	UniRef:UniRef50_S2XKD8
contig_25	cds	40460	41257	-	OAKKFK_00897	408.0	1.1e-143	0.989	0.970	0.832	UniRef:UniRef50_S2XR89
contig_25	cds	41250	42344	-	OAKKFK_00898	430.0	7.2e-149	0.981	0.939	0.594	UniRef:UniRef50_Q1GB17
contig_25	cds	42357	42896	-	OAKKFK_00899	346.0	1.2e-121	0.994	0.913	1.0	UniRef:UniRef50_Q2G2A6
contig_25	cds	43040	43315	-	OAKKFK_00900	184.0	2.0e-60	0.989	0.909	1.0	UniRef:UniRef50_Q2G2A2
contig_25	cds	43483	44889	-	OAKKFK_00901	691.0	1.3e-248	0.996	0.967	0.760	UniRef:UniRef50_P11959
contig_25	cds	44893	46185	-	OAKKFK_00902	424.0	4.0e-143	1.044	0.836	0.550	UniRef:UniRef50_A0A7T7NWV7
contig_25	cds	46276	47253	-	OAKKFK_00903	400.0	2.5e-138	1.0	0.967	0.600	UniRef:UniRef50_A0A0M2SNH4
contig_25	cds	47257	48369	-	OAKKFK_00904	540.0	8.5e-192	0.984	0.871	0.734	UniRef:UniRef50_P21881
contig_25	cds	48540	49166	-	OAKKFK_00905	183.0	1.6e-56	1.048	1.0	0.509	UniRef:UniRef50_A0A1S2MKA7
contig_25	cds	49531	50082	+	OAKKFK_00906	231.0	9.0e-76	1.0	0.851	0.634	UniRef:UniRef50_Q45495
contig_25	cds	50564	50782	+	OAKKFK_00907	125.0	9.1e-38	1.0	0.986	0.819	UniRef:UniRef50_Q49WL4
contig_25	cds	50782	52479	+	OAKKFK_00908	1035.0	0.0	1.0	0.869	0.917	UniRef:UniRef50_Q2FZG9
contig_25	cds	52725	53387	-	OAKKFK_00909	241.0	4.6e-79	0.982	0.991	0.514	UniRef:UniRef50_A0A0M0GKC2
contig_25	cds	53520	54539	-	OAKKFK_00910	367.0	3.2e-125	0.988	0.971	0.558	UniRef:UniRef50_B9DQ29
contig_25	cds	54536	55897	-	OAKKFK_00911	433.0	4.4e-147	0.962	0.876	0.532	UniRef:UniRef50_A0A2S5D5L8
contig_25	cds	56095	56328	+	OAKKFK_00912	161.0	3.2e-54	1.0	1.0	0.987	BlastRules:WP_001289614
contig_25	cds	56565	58283	-	OAKKFK_00913	716.0	1.2e-254	1.002	0.930	0.637	UniRef:UniRef50_Q9ZAD8
contig_25	cds	58286	58552	-	OAKKFK_00914	117.0	5.3e-34	1.0	0.822	0.648	UniRef:UniRef50_A0A0D1JG78
contig_25	cds	58706	59248	-	OAKKFK_00915	248.0	6.2e-83	1.0	0.968	0.672	UniRef:UniRef50_A0AAE5M2R9
contig_25	cds	59302	60474	-	OAKKFK_00916	743.0	6.0e-271	1.141	1.0	0.863	UniRef:UniRef50_Q2FZH8
contig_25	cds	60899	62194	-	OAKKFK_00917	616.0	1.2e-219	0.998	0.901	0.723	UniRef:UniRef50_A0A1E9A5G9
contig_25	ncRNA	61314	61441	+	OAKKFK_00918	153.8	6.5e-23	-	-	-	RFAM:RF02393
contig_25	cds	62346	62480	+	OAKKFK_00919	-	-	-	-	-	-
contig_25	cds	62581	62727	-	OAKKFK_00920	-	-	-	-	-	-
contig_25	ncRNA-region	63013	63113	+	-	72.8	4.4e-12	-	-	-	RFAM:RF00059
